Country Name,Country Code,Series Name,Series Code,2018 [YR2018]
North Macedonia,MKD,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,39.42308
North Macedonia,MKD,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,71.15385
North Macedonia,MKD,Government Effectiveness: Standard Error,GE.STD.ERR,0.2725042
Norway,NOR,Government Effectiveness: Estimate,GE.EST,1.887119
Norway,NOR,Government Effectiveness: Number of Sources,GE.NO.SRC,7
Norway,NOR,Government Effectiveness: Percentile Rank,GE.PER.RNK,97.59615
Norway,NOR,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,91.82692
Norway,NOR,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,100
Norway,NOR,Government Effectiveness: Standard Error,GE.STD.ERR,0.2221446
Oman,OMN,Government Effectiveness: Estimate,GE.EST,0.1865782
Oman,OMN,Government Effectiveness: Number of Sources,GE.NO.SRC,5
Oman,OMN,Government Effectiveness: Percentile Rank,GE.PER.RNK,60.09615
Oman,OMN,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,45.67308
Oman,OMN,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,73.55769
Oman,OMN,Government Effectiveness: Standard Error,GE.STD.ERR,0.2525324
Pakistan,PAK,Government Effectiveness: Estimate,GE.EST,-0.6338443
Pakistan,PAK,Government Effectiveness: Number of Sources,GE.NO.SRC,10
Pakistan,PAK,Government Effectiveness: Percentile Rank,GE.PER.RNK,26.92308
Pakistan,PAK,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,15.86539
Pakistan,PAK,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,40.38462
Pakistan,PAK,Government Effectiveness: Standard Error,GE.STD.ERR,0.2063302
Palau,PLW,Government Effectiveness: Estimate,GE.EST,-0.0121242
Palau,PLW,Government Effectiveness: Number of Sources,GE.NO.SRC,1
Palau,PLW,Government Effectiveness: Percentile Rank,GE.PER.RNK,52.40385
Palau,PLW,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,1.923077
Palau,PLW,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,94.23077
Palau,PLW,Government Effectiveness: Standard Error,GE.STD.ERR,1.048439
Panama,PAN,Government Effectiveness: Estimate,GE.EST,-0.019452
Panama,PAN,Government Effectiveness: Number of Sources,GE.NO.SRC,9
Panama,PAN,Government Effectiveness: Percentile Rank,GE.PER.RNK,51.92308
Panama,PAN,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,39.42308
Panama,PAN,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,63.94231
Panama,PAN,Government Effectiveness: Standard Error,GE.STD.ERR,0.1945948
Papua New Guinea,PNG,Government Effectiveness: Estimate,GE.EST,-0.6773402
Papua New Guinea,PNG,Government Effectiveness: Number of Sources,GE.NO.SRC,7
Papua New Guinea,PNG,Government Effectiveness: Percentile Rank,GE.PER.RNK,24.03846
Papua New Guinea,PNG,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,12.5
Papua New Guinea,PNG,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,40.86538
Papua New Guinea,PNG,Government Effectiveness: Standard Error,GE.STD.ERR,0.2379872
Paraguay,PRY,Government Effectiveness: Estimate,GE.EST,-0.5172144
Paraguay,PRY,Government Effectiveness: Number of Sources,GE.NO.SRC,9
Paraguay,PRY,Government Effectiveness: Percentile Rank,GE.PER.RNK,34.13462
Paraguay,PRY,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,18.26923
Paraguay,PRY,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,46.63462
Paraguay,PRY,Government Effectiveness: Standard Error,GE.STD.ERR,0.2054188
Peru,PER,Government Effectiveness: Estimate,GE.EST,-0.2454309
Peru,PER,Government Effectiveness: Number of Sources,GE.NO.SRC,11
Peru,PER,Government Effectiveness: Percentile Rank,GE.PER.RNK,44.23077
Peru,PER,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,33.65385
Peru,PER,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,55.28846
Peru,PER,Government Effectiveness: Standard Error,GE.STD.ERR,0.1831254
Philippines,PHL,Government Effectiveness: Estimate,GE.EST,0.0495094
Philippines,PHL,Government Effectiveness: Number of Sources,GE.NO.SRC,10
Philippines,PHL,Government Effectiveness: Percentile Rank,GE.PER.RNK,55.28846
Philippines,PHL,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,41.34615
Philippines,PHL,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,67.30769
Philippines,PHL,Government Effectiveness: Standard Error,GE.STD.ERR,0.1955121
Poland,POL,Government Effectiveness: Estimate,GE.EST,0.6626508
Poland,POL,Government Effectiveness: Number of Sources,GE.NO.SRC,8
Poland,POL,Government Effectiveness: Percentile Rank,GE.PER.RNK,75
Poland,POL,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,63.94231
Poland,POL,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,79.32692
Poland,POL,Government Effectiveness: Standard Error,GE.STD.ERR,0.2132453
Portugal,PRT,Government Effectiveness: Estimate,GE.EST,1.208909
Portugal,PRT,Government Effectiveness: Number of Sources,GE.NO.SRC,7
Portugal,PRT,Government Effectiveness: Percentile Rank,GE.PER.RNK,86.53846
Portugal,PRT,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,76.92308
Portugal,PRT,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,91.82692
Portugal,PRT,Government Effectiveness: Standard Error,GE.STD.ERR,0.2221446
Puerto Rico,PRI,Government Effectiveness: Estimate,GE.EST,-0.156924
Puerto Rico,PRI,Government Effectiveness: Number of Sources,GE.NO.SRC,2
Puerto Rico,PRI,Government Effectiveness: Percentile Rank,GE.PER.RNK,47.11538
Puerto Rico,PRI,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,22.59615
Puerto Rico,PRI,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,67.78846
Puerto Rico,PRI,Government Effectiveness: Standard Error,GE.STD.ERR,0.3318715
Qatar,QAT,Government Effectiveness: Estimate,GE.EST,0.6312364
Qatar,QAT,Government Effectiveness: Number of Sources,GE.NO.SRC,7
Qatar,QAT,Government Effectiveness: Percentile Rank,GE.PER.RNK,74.51923
Qatar,QAT,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,63.46154
Qatar,QAT,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,78.84615
Qatar,QAT,Government Effectiveness: Standard Error,GE.STD.ERR,0.2154892
Reunion,REU,Government Effectiveness: Estimate,GE.EST,1.108839
Reunion,REU,Government Effectiveness: Number of Sources,GE.NO.SRC,1
Reunion,REU,Government Effectiveness: Percentile Rank,GE.PER.RNK,82.69231
Reunion,REU,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,66.82692
Reunion,REU,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,96.63461
Reunion,REU,Government Effectiveness: Standard Error,GE.STD.ERR,0.4585745
Romania,ROU,Government Effectiveness: Estimate,GE.EST,-0.2534418
Romania,ROU,Government Effectiveness: Number of Sources,GE.NO.SRC,9
Romania,ROU,Government Effectiveness: Percentile Rank,GE.PER.RNK,43.26923
Romania,ROU,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,30.76923
Romania,ROU,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,55.28846
Romania,ROU,Government Effectiveness: Standard Error,GE.STD.ERR,0.1982992
Russian Federation,RUS,Government Effectiveness: Estimate,GE.EST,-0.0608858
Russian Federation,RUS,Government Effectiveness: Number of Sources,GE.NO.SRC,8
Russian Federation,RUS,Government Effectiveness: Percentile Rank,GE.PER.RNK,50.96154
Russian Federation,RUS,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,38.94231
Russian Federation,RUS,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,63.94231
Russian Federation,RUS,Government Effectiveness: Standard Error,GE.STD.ERR,0.2132453
Rwanda,RWA,Government Effectiveness: Estimate,GE.EST,0.2068089
Rwanda,RWA,Government Effectiveness: Number of Sources,GE.NO.SRC,10
Rwanda,RWA,Government Effectiveness: Percentile Rank,GE.PER.RNK,62.01923
Rwanda,RWA,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,48.55769
Rwanda,RWA,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,71.15385
Rwanda,RWA,Government Effectiveness: Standard Error,GE.STD.ERR,0.1893241
Samoa,WSM,Government Effectiveness: Estimate,GE.EST,0.5907587
Samoa,WSM,Government Effectiveness: Number of Sources,GE.NO.SRC,3
Samoa,WSM,Government Effectiveness: Percentile Rank,GE.PER.RNK,73.55769
Samoa,WSM,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,53.84615
Samoa,WSM,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,83.17308
Samoa,WSM,Government Effectiveness: Standard Error,GE.STD.ERR,0.3491045
San Marino,SMR,Government Effectiveness: Estimate,GE.EST,..
San Marino,SMR,Government Effectiveness: Number of Sources,GE.NO.SRC,..
San Marino,SMR,Government Effectiveness: Percentile Rank,GE.PER.RNK,..
San Marino,SMR,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,..
San Marino,SMR,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,..
San Marino,SMR,Government Effectiveness: Standard Error,GE.STD.ERR,..
Sao Tome and Principe,STP,Government Effectiveness: Estimate,GE.EST,-0.6393903
Sao Tome and Principe,STP,Government Effectiveness: Number of Sources,GE.NO.SRC,7
Sao Tome and Principe,STP,Government Effectiveness: Percentile Rank,GE.PER.RNK,26.44231
Sao Tome and Principe,STP,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,15.38461
Sao Tome and Principe,STP,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,40.86538
Sao Tome and Principe,STP,Government Effectiveness: Standard Error,GE.STD.ERR,0.2212417
Saudi Arabia,SAU,Government Effectiveness: Estimate,GE.EST,0.3234982
Saudi Arabia,SAU,Government Effectiveness: Number of Sources,GE.NO.SRC,8
Saudi Arabia,SAU,Government Effectiveness: Percentile Rank,GE.PER.RNK,64.90385
Saudi Arabia,SAU,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,50.96154
Saudi Arabia,SAU,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,75
Saudi Arabia,SAU,Government Effectiveness: Standard Error,GE.STD.ERR,0.2132453
Senegal,SEN,Government Effectiveness: Estimate,GE.EST,-0.2678156
Senegal,SEN,Government Effectiveness: Number of Sources,GE.NO.SRC,12
Senegal,SEN,Government Effectiveness: Percentile Rank,GE.PER.RNK,42.30769
Senegal,SEN,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,32.69231
Senegal,SEN,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,54.80769
Senegal,SEN,Government Effectiveness: Standard Error,GE.STD.ERR,0.1805988
Serbia,SRB,Government Effectiveness: Estimate,GE.EST,0.1116198
Serbia,SRB,Government Effectiveness: Number of Sources,GE.NO.SRC,7
Serbia,SRB,Government Effectiveness: Percentile Rank,GE.PER.RNK,56.73077
Serbia,SRB,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,42.30769
Serbia,SRB,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,69.71154
Serbia,SRB,Government Effectiveness: Standard Error,GE.STD.ERR,0.22757
Seychelles,SYC,Government Effectiveness: Estimate,GE.EST,0.502284
Seychelles,SYC,Government Effectiveness: Number of Sources,GE.NO.SRC,7
Seychelles,SYC,Government Effectiveness: Percentile Rank,GE.PER.RNK,71.15385
Seychelles,SYC,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,58.65385
Seychelles,SYC,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,76.92308
Seychelles,SYC,Government Effectiveness: Standard Error,GE.STD.ERR,0.2062318
Sierra Leone,SLE,Government Effectiveness: Estimate,GE.EST,-1.142948
Sierra Leone,SLE,Government Effectiveness: Number of Sources,GE.NO.SRC,11
Sierra Leone,SLE,Government Effectiveness: Percentile Rank,GE.PER.RNK,11.53846
Sierra Leone,SLE,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,7.692307
Sierra Leone,SLE,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,18.26923
Sierra Leone,SLE,Government Effectiveness: Standard Error,GE.STD.ERR,0.1874648
Singapore,SGP,Government Effectiveness: Estimate,GE.EST,2.231474
Singapore,SGP,Government Effectiveness: Number of Sources,GE.NO.SRC,8
Singapore,SGP,Government Effectiveness: Percentile Rank,GE.PER.RNK,100
Singapore,SGP,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,97.11539
Singapore,SGP,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,100
Singapore,SGP,Government Effectiveness: Standard Error,GE.STD.ERR,0.2132453
Slovak Republic,SVK,Government Effectiveness: Estimate,GE.EST,0.7074615
Slovak Republic,SVK,Government Effectiveness: Number of Sources,GE.NO.SRC,8
Slovak Republic,SVK,Government Effectiveness: Percentile Rank,GE.PER.RNK,75.48077
Slovak Republic,SVK,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,66.82692
Slovak Republic,SVK,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,79.80769
Slovak Republic,SVK,Government Effectiveness: Standard Error,GE.STD.ERR,0.2132453
Slovenia,SVN,Government Effectiveness: Estimate,GE.EST,1.125806
Slovenia,SVN,Government Effectiveness: Number of Sources,GE.NO.SRC,8
Slovenia,SVN,Government Effectiveness: Percentile Rank,GE.PER.RNK,83.17308
Slovenia,SVN,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,75.48077
Slovenia,SVN,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,91.34615
Slovenia,SVN,Government Effectiveness: Standard Error,GE.STD.ERR,0.2132453
Solomon Islands,SLB,Government Effectiveness: Estimate,GE.EST,-1.054241
Solomon Islands,SLB,Government Effectiveness: Number of Sources,GE.NO.SRC,3
Solomon Islands,SLB,Government Effectiveness: Percentile Rank,GE.PER.RNK,13.46154
Solomon Islands,SLB,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,3.846154
Solomon Islands,SLB,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,35.09615
Solomon Islands,SLB,Government Effectiveness: Standard Error,GE.STD.ERR,0.3491045
Somalia,SOM,Government Effectiveness: Estimate,GE.EST,-2.19103
Somalia,SOM,Government Effectiveness: Number of Sources,GE.NO.SRC,9
Somalia,SOM,Government Effectiveness: Percentile Rank,GE.PER.RNK,0.9615384
Somalia,SOM,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,0
Somalia,SOM,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,1.442308
Somalia,SOM,Government Effectiveness: Standard Error,GE.STD.ERR,0.1936536
South Africa,ZAF,Government Effectiveness: Estimate,GE.EST,0.3403786
South Africa,ZAF,Government Effectiveness: Number of Sources,GE.NO.SRC,13
South Africa,ZAF,Government Effectiveness: Percentile Rank,GE.PER.RNK,66.34615
South Africa,ZAF,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,55.28846
South Africa,ZAF,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,74.03846
South Africa,ZAF,Government Effectiveness: Standard Error,GE.STD.ERR,0.1731845
South Sudan,SSD,Government Effectiveness: Estimate,GE.EST,-2.449409
South Sudan,SSD,Government Effectiveness: Number of Sources,GE.NO.SRC,8
South Sudan,SSD,Government Effectiveness: Percentile Rank,GE.PER.RNK,0
South Sudan,SSD,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,0
South Sudan,SSD,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,0.9615384
South Sudan,SSD,Government Effectiveness: Standard Error,GE.STD.ERR,0.2213946
Spain,ESP,Government Effectiveness: Estimate,GE.EST,1.002136
Spain,ESP,Government Effectiveness: Number of Sources,GE.NO.SRC,7
Spain,ESP,Government Effectiveness: Percentile Rank,GE.PER.RNK,79.32692
Spain,ESP,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,74.51923
Spain,ESP,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,88.46154
Spain,ESP,Government Effectiveness: Standard Error,GE.STD.ERR,0.2221446
Sri Lanka,LKA,Government Effectiveness: Estimate,GE.EST,-0.2353793
Sri Lanka,LKA,Government Effectiveness: Number of Sources,GE.NO.SRC,8
Sri Lanka,LKA,Government Effectiveness: Percentile Rank,GE.PER.RNK,45.19231
Sri Lanka,LKA,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,31.25
Sri Lanka,LKA,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,55.76923
Sri Lanka,LKA,Government Effectiveness: Standard Error,GE.STD.ERR,0.208406
St. Kitts and Nevis,KNA,Government Effectiveness: Estimate,GE.EST,0.5514148
St. Kitts and Nevis,KNA,Government Effectiveness: Number of Sources,GE.NO.SRC,1
St. Kitts and Nevis,KNA,Government Effectiveness: Percentile Rank,GE.PER.RNK,72.59615
St. Kitts and Nevis,KNA,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,46.63462
St. Kitts and Nevis,KNA,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,87.5
St. Kitts and Nevis,KNA,Government Effectiveness: Standard Error,GE.STD.ERR,0.4585745
St. Lucia,LCA,Government Effectiveness: Estimate,GE.EST,0.1956703
St. Lucia,LCA,Government Effectiveness: Number of Sources,GE.NO.SRC,2
St. Lucia,LCA,Government Effectiveness: Percentile Rank,GE.PER.RNK,61.53846
St. Lucia,LCA,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,39.42308
St. Lucia,LCA,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,75.48077
St. Lucia,LCA,Government Effectiveness: Standard Error,GE.STD.ERR,0.3493173
St. Vincent and the Grenadines,VCT,Government Effectiveness: Estimate,GE.EST,0.1956703
St. Vincent and the Grenadines,VCT,Government Effectiveness: Number of Sources,GE.NO.SRC,2
St. Vincent and the Grenadines,VCT,Government Effectiveness: Percentile Rank,GE.PER.RNK,61.53846
St. Vincent and the Grenadines,VCT,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,39.42308
St. Vincent and the Grenadines,VCT,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,75.48077
St. Vincent and the Grenadines,VCT,Government Effectiveness: Standard Error,GE.STD.ERR,0.3493173
Sudan,SDN,Government Effectiveness: Estimate,GE.EST,-1.619857
Sudan,SDN,Government Effectiveness: Number of Sources,GE.NO.SRC,10
Sudan,SDN,Government Effectiveness: Percentile Rank,GE.PER.RNK,4.326923
Sudan,SDN,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,0.9615384
Sudan,SDN,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,9.134615
Sudan,SDN,Government Effectiveness: Standard Error,GE.STD.ERR,0.1923392
Suriname,SUR,Government Effectiveness: Estimate,GE.EST,-0.6553037
Suriname,SUR,Government Effectiveness: Number of Sources,GE.NO.SRC,3
Suriname,SUR,Government Effectiveness: Percentile Rank,GE.PER.RNK,25.48077
Suriname,SUR,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,11.53846
Suriname,SUR,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,46.63462
Suriname,SUR,Government Effectiveness: Standard Error,GE.STD.ERR,0.2917387
Sweden,SWE,Government Effectiveness: Estimate,GE.EST,1.830975
Sweden,SWE,Government Effectiveness: Number of Sources,GE.NO.SRC,7
Sweden,SWE,Government Effectiveness: Percentile Rank,GE.PER.RNK,96.15385
Sweden,SWE,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,91.34615
Sweden,SWE,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,99.51923
Sweden,SWE,Government Effectiveness: Standard Error,GE.STD.ERR,0.2221446
Switzerland,CHE,Government Effectiveness: Estimate,GE.EST,2.039621
Switzerland,CHE,Government Effectiveness: Number of Sources,GE.NO.SRC,7
Switzerland,CHE,Government Effectiveness: Percentile Rank,GE.PER.RNK,99.51923
Switzerland,CHE,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,93.75
Switzerland,CHE,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,100
Switzerland,CHE,Government Effectiveness: Standard Error,GE.STD.ERR,0.2221446
Syrian Arab Republic,SYR,Government Effectiveness: Estimate,GE.EST,-1.671169
Syrian Arab Republic,SYR,Government Effectiveness: Number of Sources,GE.NO.SRC,4
Syrian Arab Republic,SYR,Government Effectiveness: Percentile Rank,GE.PER.RNK,3.365385
Syrian Arab Republic,SYR,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,0.9615384
Syrian Arab Republic,SYR,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,9.615385
Syrian Arab Republic,SYR,Government Effectiveness: Standard Error,GE.STD.ERR,0.2724083
"Taiwan, China",TWN,Government Effectiveness: Estimate,GE.EST,1.362331
"Taiwan, China",TWN,Government Effectiveness: Number of Sources,GE.NO.SRC,8
"Taiwan, China",TWN,Government Effectiveness: Percentile Rank,GE.PER.RNK,88.46154
"Taiwan, China",TWN,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,79.32692
"Taiwan, China",TWN,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,94.23077
"Taiwan, China",TWN,Government Effectiveness: Standard Error,GE.STD.ERR,0.2132453
Tajikistan,TJK,Government Effectiveness: Estimate,GE.EST,-1.097704
Tajikistan,TJK,Government Effectiveness: Number of Sources,GE.NO.SRC,8
Tajikistan,TJK,Government Effectiveness: Percentile Rank,GE.PER.RNK,12.01923
Tajikistan,TJK,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,6.730769
Tajikistan,TJK,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,22.59615
Tajikistan,TJK,Government Effectiveness: Standard Error,GE.STD.ERR,0.2380511
Tanzania,TZA,Government Effectiveness: Estimate,GE.EST,-0.7562658
Tanzania,TZA,Government Effectiveness: Number of Sources,GE.NO.SRC,12
Tanzania,TZA,Government Effectiveness: Percentile Rank,GE.PER.RNK,21.15385
Tanzania,TZA,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,13.46154
Tanzania,TZA,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,35.57692
Tanzania,TZA,Government Effectiveness: Standard Error,GE.STD.ERR,0.1805988
Thailand,THA,Government Effectiveness: Estimate,GE.EST,0.3499596
Thailand,THA,Government Effectiveness: Number of Sources,GE.NO.SRC,9
Thailand,THA,Government Effectiveness: Percentile Rank,GE.PER.RNK,66.82692
Thailand,THA,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,54.32692
Thailand,THA,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,75
Thailand,THA,Government Effectiveness: Standard Error,GE.STD.ERR,0.1982992
Timor-Leste,TLS,Government Effectiveness: Estimate,GE.EST,-0.9826074
Timor-Leste,TLS,Government Effectiveness: Number of Sources,GE.NO.SRC,5
Timor-Leste,TLS,Government Effectiveness: Percentile Rank,GE.PER.RNK,15.86539
Timor-Leste,TLS,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,8.173077
Timor-Leste,TLS,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,33.17308
Timor-Leste,TLS,Government Effectiveness: Standard Error,GE.STD.ERR,0.2648508
Togo,TGO,Government Effectiveness: Estimate,GE.EST,-1.057791
Togo,TGO,Government Effectiveness: Number of Sources,GE.NO.SRC,11
Togo,TGO,Government Effectiveness: Percentile Rank,GE.PER.RNK,12.98077
Togo,TGO,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,8.173077
